platform,title,brand,category,final_price_usd,initial_price_usd,currency,rating,reviews_count,has_discount,discount_pct,price_band,disc_level
Walmart,Lux Decor Collection Fitted Sheet - Ultra Soft Brushed Microfiber Full Size Fitt,LDC Lux Decor Collection,Home,14.99,25.99,USD,4.4,108.0,True,42.32397075798384,低价($5-15),重度(>30%)
Walmart,"PABUBE Bathroom Rug, Soft Absorbent Bathroom Mat, Non Slip Shag Bath Rug, Machin",PABUBE,Home,30.99,47.99,USD,4.1,101.0,True,35.424046676390915,中高价($30-50),重度(>30%)
Walmart,a.Jesdani Women's Wide Leg Casual Pants High Waisted Elastic Pants Tie Knot Loos,a.Jesdani,Clothing,14.99,16.99,USD,4.7,121.0,True,11.771630370806347,低价($5-15),轻度(<15%)
Walmart,"Mellanni King Pillowcases 4 Pack, Envelope Closure Microfiber Luxury Covers, 20""",Mellanni,Home,27.0,38.97,USD,4.9,101.0,True,30.71593533487298,中价($15-30),重度(>30%)
Walmart,"Avia Women's Micro Performance Sport No Show Liner Socks, 6-Pack",Avia,Clothing,7.97,,USD,4.4,221.0,False,0.0,低价($5-15),无折扣
Walmart,IBTOM CASTLE Baby Girls Birthday Outfit Polka Dots Leotard Dresses Fancy Dance C,Ibtom Castle,Clothing,16.99,24.96,USD,4.5,6.0,True,31.93108974358975,中价($15-30),重度(>30%)
Walmart,LOL Dress for Toddler Girl Elegant Mesh Dress Sleeveless Cartoon Dress 2-9 Years,KAWELL,Clothing,9.89,13.99,USD,5.0,2.0,True,29.306647605432453,低价($5-15),中度(15-30%)
Walmart,HAWEE Rapunzel Costume for Girls Halloween Fancy Party Cosplay Dress Up Rapunzel,HAWEE,Toys,37.75,41.99,USD,5.0,6.0,True,10.097642295784715,中高价($30-50),轻度(<15%)
Walmart,Dresses for Women Summer Wedding Guest Short Sleeve Fashion Plus Size O-Neck Pri,Follure Clothing,Clothing,6.39,8.59,USD,5.0,1.0,True,25.611175785797442,低价($5-15),中度(15-30%)
Walmart,Bare Home Down Alternative Comforter Set - 3-Pieces - All Seasons - King/Cal Kin,Bare Home,Home,55.99,76.99,USD,4.6,1280.0,True,27.276269645408487,高价($50-100),中度(15-30%)
Walmart,The Brigitte Lace - Wirefree T-Shirt Bra,Leading Lady,Clothing,19.0,28.5,USD,4.5,79.0,True,33.33333333333333,中价($15-30),重度(>30%)
Walmart,Asklazy Women's Turtleneck Oversized Sweaters Batwing Long Sleeve Pullover Loose,Asklazy,Clothing,41.99,63.99,USD,4.6,192.0,True,34.38037193311455,中高价($30-50),重度(>30%)
Walmart,JWD Womens Loose Blouse Long Sleeve V Neck Button Down T Shirts Tie Front Knot C,JWD,Clothing,19.99,39.99,USD,4.4,5803.0,True,50.01250312578145,中价($15-30),重度(>30%)
Walmart,Jusfitsu Vintage One Piece Bathing Suit for Women Tummy Control Womens High Cut ,Jusfitsu,Clothing,19.99,23.99,USD,4.5,122.0,True,16.673614005835766,中价($15-30),中度(15-30%)
Walmart,TIYOMI Plus Size Long Sleeve Tops For Women 3X Christmas Plaid Shirts Color Bloc,TIYOMI,Clothing,25.99,30.99,USD,4.4,61.0,True,16.134236850596967,中价($15-30),中度(15-30%)
Walmart,MOSHU Tank Tops for Women Flowy Deep V Neck Women Shirts Loose Fit Summer Sleeve,MOSHU,Clothing,13.99,35.99,USD,4.5,487.0,True,61.128091136426775,低价($5-15),重度(>30%)
Walmart,Catherines Women's Plus Size Beaded 3-Piece Cardigan Pant Set,Catherines,Clothing,86.79,179.95,USD,3.7,13.0,True,51.769936093359256,高价($50-100),重度(>30%)
Walmart,Jessy Home 3-Piece Set Queen/Full Size Blue Qcean Reversible Printed 100% Polyes,Jessy Home,Home,32.99,39.99,USD,4.8,209.0,True,17.504376094023506,中高价($30-50),中度(15-30%)
Walmart,"INGALIK 3 Inch Gel Memory Foam Mattress Topper California King Size, Mattress Pa",INGALIK,Home,129.97,189.55,USD,4.6,1362.0,True,31.43233975204432,超高价(>$100),重度(>30%)
Walmart,"FUBU Men's Knight Basketball High-Top Shoes, Sizes 7-13",FUBU,Clothing,26.0,,USD,4.3,471.0,False,0.0,中价($15-30),无折扣
Walmart,BOCOMAL FR Shirts 5.5oz Light Weight for summer Henley Shirts Flame Resistant/Fi,BOCOMAL,Clothing,30.99,36.99,USD,4.8,26.0,True,16.22060016220601,中高价($30-50),中度(15-30%)
Walmart,UMfun Women's Summer Dresses Fashion Holiday Summer Solid Color Sleeveless Party,Umfun,Clothing,5.8,6.68,USD,3.8,28.0,True,13.173652694610777,低价($5-15),轻度(<15%)
Walmart,Anygrew Women's Pajamas Set Long Sleeve Shirts and Long Pants 2 Piece Pjs Sleepw,Anygrew,Clothing,22.98,49.99,USD,4.6,370.0,True,54.03080616123225,中价($15-30),重度(>30%)
Walmart,Anygrew Womens Summer Casual T-Shirt V-Neck Sleeveless Tunic Tops for Leggings L,Anygrew,Clothing,12.98,39.99,USD,4.7,110.0,True,67.54188547136785,低价($5-15),重度(>30%)
Walmart,IBTOM CASTLE Toddler Baby Girls Boys Denim Jacket Long Sleeve Button Down Jeans ,Ibtom Castle,Clothing,19.99,24.5,USD,3.0,1.0,True,18.40816326530613,中价($15-30),中度(15-30%)
Walmart,Men's Toy Story Pizza Planet Alien Claw Pile  Graphic Tee Black 2X Big Tall,Disney Pixar Toy Story,Clothing,15.99,18.99,USD,5.0,1.0,True,15.797788309636642,中价($15-30),中度(15-30%)
Walmart,Lux Decor Collection California King Sheets - Ultra Soft Cooling Bed Sheets - De,LDC Lux Decor Collection,Home,31.99,39.99,USD,4.5,1204.0,True,20.00500125031259,中高价($30-50),中度(15-30%)
Walmart,Unisex CVC Jersey Tee,BELLA + CANVAS,Clothing,8.37,9.44,USD,4.6,31.0,True,11.334745762711867,低价($5-15),轻度(<15%)
Walmart,"ComfiTime Table Cloth – Fitted Table Cover for 6 Foot, 8 Foot and other Size Rec",ComfiTime,Home,24.99,30.99,USD,4.9,98.0,True,19.36108422071636,中价($15-30),中度(15-30%)
Walmart,Fantaslook Sweatshirt for Women Long Sleeve Shirts Tunic Tops Color Block Crewne,Fantaslook,Clothing,17.99,69.99,USD,4.1,1606.0,True,74.29632804686385,中价($15-30),重度(>30%)
Walmart,Body Glove Boys' Long Sleeve Rash Guard Shirt – 2 Pack UPF 50+ Quick Dry Sun and,Body Glove,Clothing,16.98,26.98,USD,4.2,16.0,True,37.064492216456635,中价($15-30),重度(>30%)
Walmart,"Rugged Shark Men's Shark Week Clog Sandals with Molded Footbed, Sizes 7-13",Rugged Shark,Clothing,9.99,14.98,USD,4.7,19.0,True,33.31108144192256,低价($5-15),重度(>30%)
Walmart,Amay 800TC Organic Cotton Split King Size Fitted Sheet ( 39X80 ) Fits Mattress U,Amay's,Home,83.7,93.0,USD,5.0,4.0,True,9.999999999999996,高价($50-100),轻度(<15%)
Walmart,Daystry Plus Size Tunic Tops For Women Lace V-Neck Empire Waist Women Top Babydo,Daystry,Clothing,16.99,32.99,USD,4.3,26.0,True,48.499545316762664,中价($15-30),重度(>30%)
Walmart,"Wolverine Carlsbad Waterproof 6"" Steel-Toe Work Boot Men Brown",Wolverine,Clothing,85.0,99.95,USD,4.4,10.0,True,14.957478739369687,高价($50-100),轻度(<15%)
Walmart,Inadays Mens Swim Trunks with Compression Liner Quick Dry Sports Beach Shorts fo,Inadays,Clothing,14.99,39.99,USD,4.5,153.0,True,62.515628907226805,低价($5-15),重度(>30%)
Walmart,"(3 pack) SoftSheen-Carson Dark & Lovely Fade Resist Hair Color, 384 Light Golden",Dark and Lovely,Beauty,20.94,,USD,4.4,2941.0,False,0.0,中价($15-30),无折扣
Walmart,Women's Bali DFELS1 EasyLite Seamless Brief Panty (Taupe 6),Bali,Clothing,10.04,13.0,USD,4.2,136.0,True,22.769230769230774,低价($5-15),中度(15-30%)
Walmart,Instant Pho Vegetarian Pack of 4 Bowls / Authentic Vietnamese Soup / Pholicious ,PhoLicious,Food,26.99,,USD,4.2,5.0,False,0.0,中价($15-30),无折扣
Walmart,"NYX Professional Makeup Brow Powder Louder, Brow Pencil, Soft Brown, 1 Count, So",NYX Professional Makeup,Beauty,7.97,,USD,4.6,925.0,False,0.0,低价($5-15),无折扣
Walmart,TheLovely Women & Plus Front and Back Reversible Spaghetti Strap Flowy Cami Tank,TheLovely,Clothing,9.99,16.99,USD,4.1,9.0,True,41.200706297822244,低价($5-15),重度(>30%)
Walmart,Bella + Canvas Unisex Jersey Short-Sleeve T-Shirt - 3001C,BELLA+CANVAS,Clothing,10.66,12.0,USD,4.6,31.0,True,11.166666666666664,低价($5-15),轻度(<15%)
Walmart,Anray Home Luxurious Bath Towel Set 8 Piece - 600 GSM 100%   microfiber Highly A,Anray Home,Home,24.99,45.99,USD,4.8,26.0,True,45.662100456621005,中价($15-30),重度(>30%)
Walmart,"Jockey Men's Sport Stability Pouch Microfiber 6"" Boxer Brief",Jockey,Clothing,9.99,18.0,USD,4.5,202.0,True,44.5,低价($5-15),重度(>30%)
Walmart,"Eclipse Dayton Solid Blackout Rod Pocket Energy-Efficient Curtain Panel, Chocola",Eclipse,Home,18.95,28.89,USD,3.9,189.0,True,34.40636898580824,中价($15-30),重度(>30%)
Walmart,Lugz Men's Cliff Lace-up Casual Sneaker,Lugz,Clothing,19.99,54.99,USD,4.4,36.0,True,63.64793598836152,中价($15-30),重度(>30%)
Walmart,The North Face Women's Canyonlands 1/4 Zip Top,The North Face,Clothing,40.0,79.0,USD,4.7,234.0,True,49.36708860759494,中高价($30-50),重度(>30%)
Walmart,"Flxxie 1800 Count Soft Brushed Microfiber Flat Sheet, Shrinkage, Fade Resistant ",flxxie,Home,16.59,23.99,USD,4.5,141.0,True,30.84618591079616,中价($15-30),重度(>30%)
Walmart,Minnetonka Women's Textile Torrey Laceup Bootie Slipper,Minnetonka,Clothing,74.95,99.95,USD,4.4,4575.0,True,25.012506253126567,高价($50-100),中度(15-30%)
Walmart,Jockey Men's Thermocore Long Sleeve Crew,Jockey,Clothing,27.99,48.0,USD,4.7,187.0,True,41.68750000000001,中价($15-30),重度(>30%)
Walmart,Zenana Women & Plus (S-3X) Soft Rayon Long Sleeve Dolphin Hem V-Neck Tee Shirt T,Zenana,Party & Occasions,13.63,21.99,USD,2.5,2.0,True,38.017280582082755,低价($5-15),重度(>30%)
Walmart,Amay 800 TC 100% Organic Cotton California King Size 1Pc Fitted Sheet ( 72X84 ) ,Amay's,Home,50.4,56.0,USD,5.0,6.0,True,10.000000000000002,高价($50-100),轻度(<15%)
Walmart,"Marvel Avengers Boys’ Swim Trunks – Captain America, Iron Man, Hulk, Black Panth",Marvel,Clothing,14.95,16.95,USD,4.6,37.0,True,11.799410029498524,低价($5-15),轻度(<15%)
Walmart,"California Design Den Queen Pillow Cases, Silky Smooth and Soft Cases for Hair &",California Design Den,Home,18.99,21.99,USD,4.1,7.0,True,13.642564802182811,中价($15-30),轻度(<15%)
Walmart,Comfort Canopy - 3 Piece Chocolate Microfiber Solid Duvet Cover Set with Shams f,Comfort Canopy,Home,24.99,104.99,USD,4.7,214.0,True,76.19773311743975,中价($15-30),重度(>30%)
Walmart,N'Ice Caps Kids Winter Thinsulate Waterproof Insulated Ski Snow Gloves | Boys Gi,N'Ice Caps,Clothing,14.99,17.99,USD,4.9,7.0,True,16.675931072818223,低价($5-15),中度(15-30%)
Walmart,Women's Casual Cotton Blend Pockets Slim Fit Skinny Jegging Stretchy Jeans Pant ,Moa Collection,Clothing,24.95,29.95,USD,4.3,71.0,True,16.69449081803005,中价($15-30),中度(15-30%)
Walmart,Apakowa Kids Boys Girls Slip-On Casual Loafers Walking Shoes Comfortable & Light,Apakowa,Clothing,20.64,28.99,USD,4.6,184.0,True,28.80303552949292,中价($15-30),中度(15-30%)
Walmart,"NELEUS Men's Performance Compression Shorts Athletic Workout Underwear 3 Pack,Bl",NELEUS,Clothing,19.79,48.0,USD,4.4,90.0,True,58.770833333333336,中价($15-30),重度(>30%)
Walmart,Cadmus Women's 3 Pack High Waist Athletic Shorts Yoga Spandex Gym Workout Shorts,Cadmus,Clothing,27.88,52.89,USD,4.3,30.0,True,47.286821705426355,中价($15-30),重度(>30%)
Walmart,"MR&HM Satin Sheet Set King 4 Pcs, Silky Elegant Luxurious King Size Bed Sheets, ",MR&HM,Home,31.49,55.98,USD,4.6,143.0,True,43.74776705966417,中高价($30-50),重度(>30%)
Walmart,Bella Vita Nadette II Espadrille Wedge Sling Back Sandals (Women),Bella Vita,Clothing,41.99,58.0,USD,3.8,6.0,True,27.603448275862064,中高价($30-50),中度(15-30%)
Walmart,Dr. Scholl's Womens Nova Slip On Sneaker,Dr. Scholl's,Clothing,49.99,80.0,USD,4.3,423.0,True,37.512499999999996,中高价($30-50),重度(>30%)
Walmart,"WestinTrends Malibu 7 Piece Adirondack Outdoor Dining Set, All Weather Poly Lumb",Westintrends,Patio & Garden,1685.99,2629.99,USD,4.6,25.0,True,35.89367259951558,超高价(>$100),重度(>30%)
Walmart,COCOA QUARTZ LIGHT BROWN® COLORDITIONER,Celeb Luxury,Premium Beauty,17.97,40.0,USD,4.4,168.0,True,55.07500000000001,中价($15-30),重度(>30%)
Walmart,TheLovely Women & Plus Soft Cotton Active Stretch Outseam Workout Capri Shorts w,TheLovely,Clothing,29.69,32.99,USD,3.7,26.0,True,10.0030312215823,中价($15-30),轻度(<15%)
Walmart,Fast Go 50 Mph Mini RC Car Off Road Truck 1:32 Scale Toy Car Rechargeable Remote,USYFAKGH,Toys,15.54,20.98,USD,5.0,1.0,True,25.92945662535749,中价($15-30),中度(15-30%)
Walmart,Asklazy Mid Waisted Dolphin Athletic Shorts for Women Lightweight High Split Gym,Asklazy,Clothing,14.99,30.99,USD,5.0,9.0,True,51.62955792191028,低价($5-15),重度(>30%)
Walmart,Catherines Women's Plus Size Heirloom Two-Point Tunic,Catherines,Clothing,37.79,51.89,USD,4.0,7.0,True,27.17286567739449,中高价($30-50),中度(15-30%)
Walmart,Wolverine Raider DuraShocks Waterproof Met-Guard CarbonMAX Work Wellington Men P,Wolverine,Clothing,154.99,204.95,USD,4.3,12.0,True,24.37667723835081,超高价(>$100),中度(15-30%)
Walmart,Fantaslook Blouses for Women Pleated Short Sleeve Tunic Tops Dressy Casual Summe,Fantaslook,Clothing,14.99,16.99,USD,4.6,3533.0,True,11.771630370806347,低价($5-15),轻度(<15%)
Walmart,Men's Jurassic Park T Rex Logo  Graphic Tee Athletic Heather Large,Jurassic Park,Clothing,14.99,18.99,USD,3.9,11.0,True,21.063717746182192,低价($5-15),中度(15-30%)
Walmart,NELEUS Womens Long Sleeve Shirt With Thumb Hole for Workout Yoga Running Quick-D,NELEUS,Clothing,36.98,66.0,USD,4.6,22.0,True,43.969696969696976,中高价($30-50),重度(>30%)
Walmart,Dearfoams Women's Mickey Terry Adjustable Slide Slipper,Dearfoams,Clothing,29.4,42.0,USD,4.0,2.0,True,30.000000000000004,中价($15-30),重度(>30%)
Walmart,"SmartyPants Women's Multi & Omegas 3 Fish Oil Gummy Vitamins with D3, C & B12 - ",SmartyPants Vitamins,Health and Medicine,26.99,,USD,4.4,1885.0,False,0.0,中价($15-30),无折扣
Walmart,Bella & Canvas Unisex Jersey Short Sleeve T-Shirt,BELLA + CANVAS,Clothing,8.64,9.77,USD,4.6,31.0,True,11.566018423746153,低价($5-15),轻度(<15%)
Walmart,"(3 pack) Nature's Bakery, Gluten Free, Pomegranate Fig Bars, 6 Twin Packs, 2 oz ",Nature's Bakery,Food,17.49,,USD,3.7,41.0,False,0.0,中价($15-30),无折扣
Walmart,2-PACK Medgear Scrubs for Men and Women Scrubs Set Medical Uniform Scrubs Top an,Medgear,Clothing,27.99,34.99,USD,4.0,68.0,True,20.00571591883396,中价($15-30),中度(15-30%)
Walmart,MINTREUS Ribbed Women's Loose Harem Pants Casual Elastic Waisted Tapered Pants w,MINTREUS,Clothing,22.99,48.99,USD,4.8,12.0,True,53.07205552153501,中价($15-30),重度(>30%)
Walmart,Sensation Transitional 2' x 7' Red and Beige Polypropylene Indoor Area Rug,Bliss Rugs,Home,26.97,35.96,USD,5.0,1.0,True,25.000000000000007,中价($15-30),中度(15-30%)
Walmart,Ocean Blues Women's Strappy Bikini Swim Bottom Full Coverage Swimwear Bathing Su,Ocean Blues,Clothing,11.89,14.99,USD,5.0,1.0,True,20.680453635757168,低价($5-15),中度(15-30%)
Walmart,SGI Bedding 18 Inch Wrap Around Bed Skirt | Microfiber Bed Skirt | Fade Resistan,SGI bedding,Home,24.29,26.99,USD,4.8,10.0,True,10.003705075954054,中价($15-30),轻度(<15%)
Walmart,Jockey Women's Elance Hipster - 6 Pack,Jockey,Clothing,15.99,40.0,USD,4.8,4.0,True,60.02499999999999,中价($15-30),重度(>30%)
Walmart,NELEUS Womens Compression Yoga Leggings for Workout High Waist Tummy Control wit,NELEUS,Clothing,39.99,90.0,USD,4.0,72.0,True,55.56666666666666,中高价($30-50),重度(>30%)
Walmart,YEMAK Women's Crewneck Button Down 3/4 Sleeve Cropped Knit Cardigan Sweater MK35,Yemak,Clothing,23.95,26.95,USD,3.5,11.0,True,11.131725417439704,中价($15-30),轻度(<15%)
Walmart,"Ntbay 2 Pack Double Brushed Microfiber Queen Pillow Shams with 2"" Flange, Wrinkl",NT Bay,Home,10.99,15.99,USD,4.6,194.0,True,31.269543464665418,低价($5-15),重度(>30%)
Walmart,RELLECIGA Women's High Waisted Bikini Bottom Tummy Control Swimsuit Bottom,Relleciga,Clothing,12.59,15.99,USD,4.5,11.0,True,21.263289555972484,低价($5-15),中度(15-30%)
Walmart,"Baby Dove Eczema Care Soothing Cream for Newborn's Sensitive Skin, 5.1 oz",Baby Dove,Baby,9.97,,USD,4.8,192.0,False,0.0,低价($5-15),无折扣
Walmart,"Joyspun Women's Knit Notch Collar Top and Capri Pants Pajama Set, 2-Piece, Sizes",Joyspun,Clothing,16.98,,USD,4.8,1679.0,False,0.0,中价($15-30),无折扣
Walmart,Chaco ZX/1 EcoTread Sandal Big Kid Burlap Heather,Chaco,Clothing,47.99,60.0,USD,4.7,828.0,True,20.016666666666662,中高价($30-50),中度(15-30%)
Walmart,"Depend Fresh Protection Incontinence Underwear for Women, Adult Diapers, XXL, 44",Depend,Personal Care,42.96,,USD,4.4,3800.0,False,0.0,中高价($30-50),无折扣
Walmart,Aiyino Women's Sleeveless Hollow Out Twist Bodycon Dress Wrap Slim Fit Party Eve,Aiyino,Clothing,10.35,14.99,USD,5.0,5.0,True,30.95396931287525,低价($5-15),重度(>30%)
Walmart,LELINTA Women Plus Size Summer Tunic Dress V Neck Casual Loose Flowy Swing Shift,Lelinta,Clothing,10.99,13.99,USD,3.9,20.0,True,21.44388849177984,低价($5-15),中度(15-30%)
Walmart,SHEWIN Bikinis for Women 2 Piece Sexy Swimsuits Set Turquoise High Waisted Swimw,SHEWIN,Clothing,17.99,29.98,USD,4.4,304.0,True,39.99332888592396,中价($15-30),重度(>30%)
Walmart,Modway Serena King Powder Coated Steel Headboard in White Finish,Modway,Home,90.79,209.0,USD,3.7,16.0,True,56.559808612440186,高价($50-100),重度(>30%)
Walmart,FINETOO 6 Pack Lace Underwear For Women Invisible High Waist Thongs V-Shape Embr,Finetoo,Clothing,10.99,12.99,USD,3.7,110.0,True,15.396458814472672,低价($5-15),中度(15-30%)
Walmart,Lolanta Summer Boys Suit Kids Wedding Ring Bearing Costume 4 Pcs Shirt Vest Shor,Lolanta,Clothing,27.89,30.99,USD,4.7,57.0,True,10.003226847370113,中价($15-30),轻度(<15%)
Walmart,"Mellanni Iconic Collection Pleated Microfiber Bed Skirt 15"" Drop, Queen, Gray",Mellanni,Home,20.97,27.97,USD,4.8,181.0,True,25.026814444047197,中价($15-30),中度(15-30%)
Walmart,CALIPESSA Womens Summer Tiered Layer Pink Floral Print Short Dress Casual Swing ,CALIPESSA,Clothing,14.9,24.99,USD,4.5,2.0,True,40.37615046018407,低价($5-15),重度(>30%)
Walmart,Seventh Generation Toilet Bowl Cleaner Fresh Mint Chlorine Bleach & Ammonia Free,Seventh Generation,Household Essentials,5.99,,USD,4.5,687.0,False,0.0,低价($5-15),无折扣
Walmart,HP Victus 15.6 inch FHD IPS 144Hz Gaming Laptop AMD Ryzen 5-8645HS NVIDIA GeForc,HP,Seasonal,599.0,979.0,USD,4.6,128.0,True,38.81511746680286,超高价(>$100),重度(>30%)
Walmart,"Reebok Women's Pro Series Performance Lightweight Ankle Socks, 10-Pack",Reebok,Clothing,14.97,,USD,4.6,510.0,False,0.0,低价($5-15),无折扣
Walmart,Liberty Blues Men's Big & Tall Longer-Length Shrink-Less Piqué Polo,Liberty Blues,Clothing,31.89,36.1,USD,4.2,46.0,True,11.662049861495847,中高价($30-50),轻度(<15%)
Walmart,Woman Within Women's Plus Size Petite Stretch Cotton Printed Legging,Woman Within,Clothing,30.09,34.99,USD,4.5,1625.0,True,14.004001143183773,中高价($30-50),轻度(<15%)
Walmart,"Saucony Jazz Kid's Easy On/Off Sneaker, Sizes 4-12",Saucony,Clothing,34.84,49.81,USD,4.5,448.0,True,30.054205982734388,中高价($30-50),重度(>30%)
Walmart,Zenana Women's Relaxed Fit V-Neck Short Sleeve Full Length Maxi Long Dress w/ Si,Zenana,Clothing,26.99,29.99,USD,4.8,8.0,True,10.00333444481494,中价($15-30),轻度(<15%)
Walmart,Girl's Harry Potter List of Spells  Graphic Tee Purple Berry X Large,Harry Potter,Clothing,13.99,16.99,USD,3.3,4.0,True,17.657445556209524,低价($5-15),中度(15-30%)
Walmart,YNIQUE Women's One Piece Swimsuits Tummy Control Swimwear Flattering High Waiste,YNIQUE,Clothing,20.99,32.99,USD,4.9,14.0,True,36.374658987572,中价($15-30),重度(>30%)
Walmart,Toddler Baby Girl One Piece Swimsuits Kids Girls Long Sleeve Strawberry Graphic ,GXFC,Clothing,9.38,10.79,USD,3.0,1.0,True,13.06765523632992,低价($5-15),轻度(<15%)
Walmart,"KAWELL Princess Peach Costume for Girls, Super Brothers Kids Princess Peach Dres",KAWELL,Toys,26.69,29.66,USD,5.0,2.0,True,10.013486176668911,中价($15-30),轻度(<15%)
Walmart,Hauteloom Herstmonceux Traditional Living Room Bedroom Soft Natural Runner Rug -,Hauteloom,Home,56.7,63.0,USD,4.4,342.0,True,9.999999999999995,高价($50-100),轻度(<15%)
Walmart,INNERSY Teen Girl's Cotton Slip Shorts for Under Dresses Breathable Boxer Pantie,INNERSY,Clothing,16.99,19.99,USD,4.3,16.0,True,15.007503751875939,中价($15-30),中度(15-30%)
Walmart,Amay Rod Pocket Window Curtain Panel Grey 84 Inch Wide by 120 Inch Long-1 Panel,Amay's,Home,115.2,144.0,USD,5.0,3.0,True,20.0,超高价(>$100),中度(15-30%)
Walmart,JuneFish Women's Summer Dress Casual Beach Sundress Stretchy Tank Dress with Poc,Junefish,Clothing,12.99,31.99,USD,4.3,1913.0,True,59.393560487652394,低价($5-15),重度(>30%)
Walmart,"Hauteloom Kongiganak Living Room, Bedroom Patio Outdoor Area Rug - Indoor/Outdoo",Hauteloom,Patio & Garden,269.1,299.0,USD,4.3,38.0,True,9.999999999999993,超高价(>$100),轻度(<15%)
Walmart,"Chaps Men's & Big Men's Swim Trunks with UPF50+, 7"" Inseam, Sizes S-3XL",Chaps,Clothing,17.0,23.0,USD,5.0,3.0,True,26.08695652173913,中价($15-30),中度(15-30%)
Walmart,"Hanes Authentic Men's Short Sleeve Crewneck T-Shirt, Big and Tall Sizes Availabl",Hanes,Clothing,7.38,11.0,USD,4.2,4558.0,True,32.90909090909091,低价($5-15),重度(>30%)
Walmart,Sanmadrola 100% Double-Sided Waterproof Dog Bed Cover Pet Blanket Sofa Couch Fur,SANMADROLA,Home,44.99,52.99,USD,4.7,260.0,True,15.097188148707302,中高价($30-50),中度(15-30%)
Walmart,"Cutie Pie Dreamers Baby Boy & Toddler Boy 4PC Tight Fit Cotton Sleep Set, Size 1",Cutie Pie,Clothing,11.99,14.99,USD,4.3,63.0,True,20.0133422281521,低价($5-15),中度(15-30%)
Walmart,"Coodeto 4'x6' Area Rugs for Living Room, Non-Slip Machine Washable Rug Oriental ",Coodeto,Home,51.96,65.95,USD,4.5,2.0,True,21.213040181956032,高价($50-100),中度(15-30%)
Walmart,2-PACK Medgear 12-Pocket Women's Scrub Set with Silver Snap Detail & Contrast Tr,Medgear,Clothing,28.68,40.98,USD,3.7,227.0,True,30.01464128843338,中价($15-30),重度(>30%)
Walmart,Amay Cotton 600TC 4-PCs Sheet Set Easily Fit upto 6-8 Inch Deep Pockets Solid Pa,Amay's,Home,88.19,97.99,USD,3.0,2.0,True,10.00102051229717,高价($50-100),轻度(<15%)
Walmart,Amay 800TC Organic Cotton Olympic Queen Size Fitted Sheet ( 66X80 ) Fits Mattres,Amay's,Home,51.3,57.0,USD,5.0,6.0,True,10.000000000000005,高价($50-100),轻度(<15%)
Walmart,Men's Home Alone Merry Christmas Ugly Sweater  Graphic Tee Navy Blue Heather 2X ,Home Alone,Clothing,15.99,18.99,USD,5.0,1.0,True,15.797788309636642,中价($15-30),中度(15-30%)
Walmart,Zenana Women & Plus (S-3X) Soft Rayon Long Sleeve Dolphin Hem V-Neck Tee Shirt T,Zenana,Party & Occasions,14.25,22.99,USD,2.5,2.0,True,38.01652892561983,低价($5-15),重度(>30%)
Walmart,Short Queen Size Tailored Drop Ruffled Solid Bed Skirt with Adjustable Elastic B,Dee's Collection,Baby,30.59,33.99,USD,1.0,1.0,True,10.002942041776999,中高价($30-50),轻度(<15%)
Walmart,Shop LC TAMSY Navy Color Rayon Lycra Polyester V Neck Full Sleeve Woven Top-XL,Shop LC,Clothing,35.63,39.59,USD,5.0,3.0,True,10.002525890376358,中高价($30-50),轻度(<15%)
Walmart,"rabbitgoo Dog Harness, No-Pull Pet Harness with 2 Leash Clips, Adjustable Soft P",Rabbitgoo,Pets,19.98,35.98,USD,4.5,324.0,True,44.46914952751528,中价($15-30),重度(>30%)
Walmart,"Pntutb Womens Short Clearance,Women's Comfy Drawstring Splice Casual Elastic Wai",PNTUTB,Clothing,5.09,5.79,USD,3.3,38.0,True,12.08981001727116,低价($5-15),轻度(<15%)
Walmart,Ryka Womens Ellie Open Toe Slip On Wedge Sandals,Ryka,Clothing,37.99,54.98,USD,5.0,1.0,True,30.902146234994536,中高价($30-50),重度(>30%)
Walmart,"(2 Pack) Alliwise Magnesium Glycinate 400mg Natural Mineral Supplement, Support ",Alliwise,Health and Medicine,23.99,35.99,USD,4.5,15.0,True,33.34259516532371,中价($15-30),重度(>30%)
Walmart,Maidenform Tailored Cotton Boyshort Dream Comfortable Non binding Stretch Soft U,Maidenform,Clothing,9.73,12.0,USD,4.5,693.0,True,18.91666666666666,低价($5-15),中度(15-30%)
Walmart,Full Size Luxury Extrasoft 100% Supima Cotton 4 Piece Sheets Set in Hotel Qualit,Dee's Collection,Baby,76.49,84.99,USD,3.0,2.0,True,10.001176609012825,高价($50-100),轻度(<15%)
Walmart,Gogokids Kids Swim Jacket Life Vest Toddler Float Swimsuit with Adjustable Safet,Gogokids,Sports & Outdoors,21.69,26.99,USD,4.9,27.0,True,19.6369025565024,中价($15-30),中度(15-30%)
Walmart,SGI Bedding 14 Inch Wrap Around Bed Skirt | Microfiber Bed Skirt | Fade Resistan,SGI bedding,Home,22.49,24.99,USD,4.4,14.0,True,10.004001600640256,中价($15-30),轻度(<15%)
Walmart,Hanerdun Womens Workout Yoga Shorts High Waist Bottoms Athletic Running Pants Pu,Hanerdun,Clothing,13.99,17.99,USD,4.3,259.0,True,22.234574763757635,低价($5-15),中度(15-30%)
Walmart,Zenana Women's Soft Wide Waistband Active Fitness Tight Yoga Pants Leggings with,Zenana,Clothing,11.99,18.99,USD,4.1,9.0,True,36.86150605581884,低价($5-15),重度(>30%)
